ParasiteCorrectedName,close,nonclose,vector,intermediate,ParasiteTraitsCitation
Cryptosporidium parvum,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.159-163;;Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.159-163
Ctenocephalides canis,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 577;
Ctenocephalides connatus,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 578
Ctenocephalides felis,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 579;;Blagburn and Dryden. 2009. Vet Clin Small Anim. 
Ctenophthalmus pseudagyrtes,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 580
Cyathostomum alveatum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cyathostomum catinatum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cyathostomum labratum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cyathostomum montgomeryi,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cyathostomum tetracanthum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cyclospora cercopitheci,1,1,0,0,
Cyclospora colobi,1,1,0,0,
Cyclospora papionis,1,1,0,0,
Cylicocyclus auriculatus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cylicocyclus gyalocephaloides,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cylicocyclus insigne,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cylicocyclus nassatus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cylicocyclus triramosus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cylicodontophorus reineckei,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cylicospirura felineus,0,0,0,1,
Cylicospirura petrowi,0,0,0,1,
Cylicospirura subaequalis,0,0,0,1,
Cylicostephanus bidentatus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cylicostephanus calicatus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cylicostephanus longiconus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cylicostephanus minutus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Cystoisospora canis,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-147
Cystoisospora felis,0,1,0,0,Dubey. 2014. The Journal of Eukaryotic Microbiology. 
Cystoisospora ohioensis,0,1,0,0,
Cytauxzoon felis,0,0,1,1,
Cytauxzoon manul,0,0,1,1,
Cytomegalovirus Macacine betaherpesvirus 3,1,0,0,0,
Dactylopsylla percernis,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 581
Damalinia aepycerus,1,0,0,0,
Damalinia antidorcus,1,0,0,0,
Damalinia balanicus,1,0,0,0,
Damalinia cornutus,1,0,0,0,
Damalinia elongata,1,0,0,0,
Damalinia lerouxi,1,0,0,0,
Damalinia lipeuroides,1,0,0,0,
Damalinia meyeri,1,0,0,0,
Damalinia natalensis,1,0,0,0,
Damalinia parallelus,1,0,0,0,
Damalinia pelea,1,0,0,0,
Damalinia reduncae,1,0,0,0,
Damalinia sedecimdecembrii,1,0,0,0,
Damalinia theileri,1,0,0,0,
Damalinia thompsoni,1,0,0,0,
Damalinia tibialis,1,0,0,0,
Damalinia zaganseeri,1,0,0,0,
Daubentonialges brygooi,1,0,0,0,
Deltaretrovirus Primate T-lymphotropic virus 1,1,0,0,0,
Deltaretrovirus Primate T-lymphotropic virus 2,1,0,0,0,
Demodex bisonianus,1,0,0,0,
Demodex bovis,1,0,0,0,"Fisher, Miller and Everet. Veterinary Parasitology. 1980."
Demodex kutzeri,1,0,0,0,
Demodex phylloides,1,0,0,0,
Demodex ursi,1,0,0,0,
Dermacentor albipictus,0,1,0,0,
Dermacentor andersoni,0,1,0,0,
Dermacentor atrosignatus,0,1,0,0,
Dermacentor auratus,0,1,0,0,
Dermacentor hunteri,0,1,0,0,
Dermacentor nigrolineatus,0,1,0,0,
Dermacentor nitens,0,1,0,0,
Dermacentor occidentalis,0,1,0,0,
Dermacentor reticulatus,0,1,0,0,
Dermacentor rhinocerinus,0,1,0,0,
Dermacentor steini,0,1,0,0,
Dermacentor taiwanensis,0,1,0,0,
Dermacentor variabilis,0,1,0,0,
Dermatobia hominis,0,1,0,0,
Dermatophilus congolensis,1,1,1,0,"Dua, Kirti. Infectious Diseases of Farm Animals. 2012. pg. 99"
Dicrocoelium colobusicola,0,0,0,1,
Dicrocoelium dendriticum,0,0,0,1,
Dictyocaulus capreolus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 109-110"
Dictyocaulus eckerti,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 109-110"
Dictyocaulus filaria,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 109-110"
Dictyocaulus noerneri,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 109-110"
Dictyocaulus viviparus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 109-110"
Didelphonema longispiculata,0,0,0,1,
Dientamoeba fragilis,1,1,0,0,
Dioctophyma renale,0,0,0,1,
Dipetalonema barbascalensis,0,0,1,0,
Dipetalonema caudispina,0,0,1,0,
Dipetalonema elegans,0,0,1,0,
Dipetalonema gracile,0,0,1,0,
Dipetalonema graciliformis,0,0,1,0,
Dipetalonema mephitis,0,0,1,0,
Dipetalonema obtusa,0,0,1,0,
Dipetalonema parvum,0,0,1,0,
Dipetalonema petteri,0,0,1,0,
Dipetalonema rodhaini,0,0,1,0,
Dipetalonema witei,0,0,1,0,
Diphyllobothrium cordatum,0,0,0,1,
Diphyllobothrium dendriticum,0,0,0,1,
Diphyllobothrium ditremum,0,0,0,1,
Diphyllobothrium fayi,0,0,0,1,
Diphyllobothrium lanceolatum,0,0,0,1,
Diphyllobothrium latum,0,0,0,1,
Diphyllobothrium medium,0,0,0,1,
Diphyllobothrium pacificum,0,0,0,1,
Diplogonoporus tetrapterus,0,0,0,1,
Diplopylidium monoophorum,0,0,0,1,
Diplopylidium noelleri,0,0,0,1,
Dipylidium caninum,0,0,0,1,
Dirofilaria aethiops,0,0,1,0,
Dirofilaria corynodes,0,0,1,0,
Dirofilaria immitis,0,0,1,0,
Dirofilaria lutrae,0,0,1,0,
Dirofilaria macacae,0,0,1,0,
Dirofilaria magnilarvatum,0,0,1,0,
Dirofilaria repens,0,0,1,0,
Dirofilaria schoutedeni,0,0,1,0,
Dirofilaria striata,0,0,1,0,
Dirofilaria tenuis,0,0,1,0,
Dirofilaria ursi,0,0,1,0,
Dolphin rhabdovirus,1,0,0,0,
Dracunculus insignis,0,0,0,1,
Draschia megastoma,0,0,1,0,
Ebolavirus Tai Forest ebolavirus,1,0,0,0,
Ebolavirus Zaire ebolavirus,1,0,0,0,
Echidnophaga bradyta,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 582
Echidnophaga gallinacea,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 583
Echidnophaga larina,1,1,0,0,Blagburn and Dryden. 2009. Vet Clin Small Anim. 
Echinochasmus perfoliatus,0,0,0,1,
Echinococcus granulosus,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp335
Echinococcus multilocularis,0,0,0,1,
Echinococcus oligarthrus,0,0,0,1,
Echinococcus shiquicus,0,0,0,1,
Echinococcus sibiricensis,0,0,0,1,
Echinophthirius horridus,1,0,0,0,
Echinorhynchus gadi,0,0,0,1,
Echinostoma cinetorchis,0,0,0,1,
Echinostoma hortense,0,0,0,1,
Edwardsiella tarda,0,1,0,0,"Hirai Y, Asahata-Tago S, Ainoda Y, Fujita T, Kikuchi K. Edwardsiella tardabacteremia. A rare but fatal water- and foodborne infection: Review of the literature and clinical cases from a single centre. The Canadian Journal of Infectious Diseases & Medical Microbiology. 2015;26(6):313-318."
Ehrlichia canis,0,0,1,0,
Ehrlichia chaffeensis,0,0,1,0,
Ehrlichia ewingii,0,0,1,0,
Ehrlichia muris,0,0,1,0,
Ehrlichia ruminantium,0,0,1,0,
Eimeria auburnensis,0,1,0,0,
Eimeria bovis,0,1,0,0,
Eimeria felina,0,1,0,0,
Eimeria furonis,0,1,0,0,
Eimeria ictidea,0,1,0,0,
Eimeria macusaniensis,0,1,0,0,
Eimeria madisonensis,0,1,0,0,
Eimeria mccordocki,0,1,0,0,
Eimeria melis,0,1,0,0,
Eimeria mephitidis,0,1,0,0,
Eimeria nuttalli,0,1,0,0,
Eimeria odocoilei,0,1,0,0,
Eimeria pachylepyron,0,1,0,0,
Eimeria procyonis,0,1,0,0,
Eimeria vulpis,0,1,0,0,
Eimeria zuernii,0,1,0,0,
Elaeophora elaphi,0,0,1,0,
Elaeophora sagitta,0,0,1,0,
Elaeophora schneideri,0,0,1,0,
Elaphostrongylus alces,0,0,0,1,
Elaphostrongylus cervi,0,0,0,1,
Elaphostrongylus rangiferi,0,0,0,1,
Emmonsia crescens,0,1,0,0,
Empedobacter brevis,0,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 406"
Encephalitozoon intestinalis,1,1,0,0,
Endolimax nana,1,1,0,0,
Entamoeba chattoni,1,1,0,0,
Entamoeba coli,1,1,0,0,
Entamoeba dispar,1,1,0,0,
Entamoeba hartmanni,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.112;
Entamoeba histolytica,1,1,0,0,
Entamoeba polecki,1,1,0,0,
Enterobacter aerogenes,1,1,0,0,
Enterobacter amnigenus,1,1,0,0,
Enterobacter cloacae,1,1,0,0,"Harbarth, et al. Infection Control and Hospital Epidemiology. 1999.;Harbarth, et al. Infection Control and Hospital Epidemiology. 1999."
Enterobius anthropopitheci,1,1,0,0,
Enterobius bipapillatus,1,1,0,0,
Enterobius brevicauda,1,1,0,0,
Enterobius buckleyi,1,1,0,0,
Enterobius callithricis,0,1,0,0,
Enterobius lerouxi,0,1,0,0,
Enterobius macaci,1,1,0,0,
Enterobius vermicularis,1,1,0,0,
Enterococcus faecalis,1,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 299;;"
Enterococcus faecium,1,0,0,0,
Enterovirus Enterovirus B,1,1,0,0,
Enterovirus Enterovirus C,1,1,0,0,
Entomophthora coronata,0,1,0,0,
Entopolypoides macaci,0,0,1,0,
Ephemerovirus Bovine ephemeral fever virus,1,0,0,0,
Erysipelothrix rhusiopathiae,1,1,1,0,C. Brooke and T. Riley. Jurnal of Medical Microbiology. 1999;Wang et.al. Veterinary Microbiology. 2010.
Escherichia coli,1,1,0,0,
Eucoleus aerophilus,0,0,0,1,
Eucoleus boehmi,0,0,0,1,"Veronesi, Fabrizia; Morganti, Giulia; di Cesare, Angela; et al. Veterinary Parasitology. 2014.;"
Eucoleus schvalovoj,0,0,0,1,
Euhoplopsyllus glacialis,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 584
Euparadistomum cercopitheci,0,0,0,1,
Euparyphium inermo,0,0,0,1,
Euparyphium melis,0,0,0,1,
Euryhelmis costaricensis,0,0,0,1,
Euryhelmis squamula,0,0,0,1,
Eurytrema procyonis,0,0,0,1,
Eutrombicula splendens,1,1,0,0,
Fasciola gigantica,0,0,0,1,
Fasciola hepatica,0,0,0,1,
Fascioloides magna,0,0,0,1,
Felicola cynictis,1,0,0,0,
Felicola inaequalis,1,0,0,0,
Felicola isidoroi,1,0,0,0,
Fibricola cartera,0,0,0,1,
Fibricola cratera,0,0,0,1,
Fibricola texensis,0,0,0,1,
Filaria gracilis,0,0,1,0,
Filaria taxideae,0,0,1,0,
Filariopsis arator,0,0,0,1,
Filariopsis barretoi,0,0,0,1,
Filariopsis cebuellaa,0,0,0,1,
Filariopsis gordius,0,0,1,0,
Filariopsis usper,0,0,0,1,
Filaroides barretoi,0,0,0,1,
Filaroides bronchialis,0,0,0,1,
Filaroides gordius,0,0,0,1,
Filaroides hispidus,0,0,0,1,
Filaroides krascheninnikovi,0,0,0,1,
Filaroides martis,0,0,0,1,
Filaroides milksi,0,0,0,1,
Flavivirus Bouboui virus,0,0,1,0,
Flavivirus Dengue virus,0,0,1,0,
Flavivirus Ilheus virus,0,0,1,0,
Flavivirus Japanese encephalitis virus,0,0,1,0,
Flavivirus St. Louis encephalitis virus,0,0,1,0,
Flavivirus Tembusu virus,0,0,1,0,
Flavivirus Tick-borne encephalitis virus,0,0,1,0,
Flavivirus Uganda S virus,0,0,1,0,
Flavivirus West Nile virus,0,0,1,0,
Flavivirus Yellow fever virus,0,0,1,0,
Flavivirus Zika virus,0,0,1,0,
Fonsecalges johnjadini,1,0,0,0,
Fonsecalges saimirii,1,0,0,0,
Foxella ignota,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 585
Francisella tularensis,1,1,1,0,"Steiner, D.,Y,  Furuya, and D. Metxger. Infection and Drug Resistance. 2014;"
Fusobacterium necrophorum,0,1,0,0,Langworth BF. Fusobacterium necrophorum: its characteristics and role as an animal pathogen. Bacteriological Reviews. 1977;41(2):373-390.
Gaigeria pachyscelis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 58"
Galactosomum stelleri,0,0,0,1,
Galagalges congolensis,1,0,0,0,
Gammaretrovirus Feline leukemia virus,1,0,0,0,"Little S, Bienzle D, Carioto L, Chisholm H, O’Brien E, Scherk M. Feline leukemia virus and feline immunodeficiency virus in Canada: Recommendations for testing and management. The Canadian Veterinary Journal. 2011;52(8):849-855."
Gastrodiscus aegyptiacus,0,1,0,1,Mukaratirwa et al. 2004. Journal of the South African Veterinary Association.
Gastrothylax crumenifer,0,1,0,1,"Hanna et al. 1988. International Journal for Parasitology.;Dua, Kirti. Infectious Diseases of Farm Animals. 2012. pg. 555"
Gaudalges caparti,1,0,0,0,
Gaudalges haymani,1,0,0,0,
Gaudalges propitheci,1,0,0,0,
Gemella morbillorum,1,0,0,0,
Giardia intestinalis,1,1,0,0,"Marquardt, W. R. Demaree and R. Grieve. Parasitology and Vector Biology. 2000. pg. 93;R. Adam. Clinical Microbiology Reviews. 2001;"
Globocephalus urosubulatus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 53"
Gnathostoma doloresi,0,0,0,1,
Gnathostoma procyonis,0,0,0,1,
Gnathostoma spinigerum,0,0,0,1,
Gongylonema macrogubernaculum,0,0,0,1,
Gongylonema pulchrum,0,0,0,1,
Gongylonema verrucosum,0,0,0,1,
Gongylonemoides saimirisi,0,0,0,1,
Graphidiodes berlai,0,0,0,1,
Gyropus ovalis,1,0,0,0,
Gyrosoma singularis,0,0,0,1,
Habronema malani,0,0,1,0,
Habronema muscae,0,0,1,0,
Habronema tomasi,0,0,1,0,
Habronema zebrae,0,0,1,0,
Haemaphysalis aciculifer,0,1,0,0,
Haemaphysalis asiatica,0,1,0,0,
Haemaphysalis bancrofti,0,1,0,0,
Haemaphysalis concinna,0,1,0,0,
Haemaphysalis erinacei,0,1,0,0,
Haemaphysalis flava,0,1,0,0,
Haemaphysalis hystricis,0,1,0,0,
Haemaphysalis japonica,0,1,0,0,
Haemaphysalis juxtakochi,0,1,0,0,
Haemaphysalis kitaokai,0,1,0,0,
Haemaphysalis leachi,0,1,0,0,
Haemaphysalis lemuris,0,1,0,0,
Haemaphysalis leporispalustris,0,1,0,0,
Haemaphysalis longicornis,0,1,0,0,
Haemaphysalis megaspinosa,0,1,0,0,
Haemaphysalis moreli,0,1,0,0,
Haemaphysalis parmata,0,1,0,0,
Haemaphysalis punctata,0,1,0,0,
Haemaphysalis semermis,0,1,0,0,
Haemaphysalis silacea,0,1,0,0,
Haemaphysalis spinulosa,0,1,0,0,
Haemaphysalis yeni,0,1,0,0,
Haemaphysalis zumpti,0,1,0,0,
Haematomyzus porci,1,0,0,0,
Haematopinus latus,1,0,0,0,
Haematopinus phacochoeri,1,0,0,0,
Haematopinus suis,1,0,0,0,
Haemonchus bedfordi,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp 400
Haemonchus contortus,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp 400
Haemonchus horaki,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp 400
Haemonchus krugeri,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp 400
Haemonchus mitchelli,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp 400
Haemonchus placei,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp 400
Haemonchus vegliai,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp 400
Hammondia heydorni,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-146
Hapaloxyuris tamarini,0,1,0,0,
Hechtiella Lopesi,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 586
Hemigalichus chrotogale,1,0,0,0,
Hepatocystis bovillezi,0,0,1,0,
Hepatocystis cercopitheci,0,0,1,0,
Hepatocystis foleyi,0,0,1,0,
Hepatocystis kochi,0,0,1,0,
Hepatocystis semnopitheci,0,0,1,0,
Hepatocystis simiae,0,0,1,0,
Hepatocystis taiwanensis,0,0,1,0,
Hepatovirus Hepatovirus A,1,1,0,0,
Hepatoxylon trichiuri,0,0,0,1,
Hepatozoon americanum,0,0,1,1,
Hepatozoon canis,0,0,1,1,
Hepatozoon JM-1,0,0,1,1,
Hepatozoon JM-2,0,0,1,1,
Hepatozoon JM-3,0,0,1,1,
Hepatozoon JM-4,0,0,1,1,
Hepatozoon JM-5,0,0,1,1,
Hepatozoon JM-6,0,0,1,1,
Hepatozoon JM-7,0,0,1,1,
Hepatozoon JM-8,0,0,1,1,
Hepatozoon procyonis,0,0,1,1,
Heterobilharzia americana,0,1,0,1,Caropi. 2015. Veterinary Pathology. ;Corapi et al. 2015. Veterinary Pathology.
Histoplasma capsulatum,0,1,0,0,Zeidberg et. al. 1952. American Journal of Public Health;
Human gammaherpesvirus 4,1,0,0,0,
Hyalomma lusitanicum,0,1,0,0,
Hyalomma marginatum,0,1,0,0,
Hyalomma truncatum,0,1,0,0,
Hydatigera taeniaeformis,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.334
Hymenolepis diminuta,0,0,0,1,
Hymenolepis nana,0,0,0,1,
Hyostrongylus kigeziensis,0,1,0,0,
Hyostrongylus rubidus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 95"
Hypoaspis leviculus,1,0,0,0,
Impalaia tuberculata,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 95"
Influenzavirus A Influenza A virus,1,0,0,0,
Influenzavirus B Influenza B virus,1,0,0,0,
Iodamoeba butschlii,1,1,0,0,
Isospora africana,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-159
Isospora altaica,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-146
Isospora arctopitheci,0,1,0,0,
Isospora cebi,0,1,0,0,
Isospora endocallimici,0,1,0,0,
Isospora hoogstraali,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-149
Isospora lutrae,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-151
Isospora martessii,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-152
Isospora melis,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-153
Isospora papionis,0,1,0,0,
Isospora saimirae,0,1,0,0,
Isospora sengeri,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-156
Isospora spilogales,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-157
Isospora vulpis,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-158
Isospora zorillae,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-159
Isthmiophora hortensis,0,0,0,1,
Isthmiophora melis,0,0,0,1,
Ixodes acuminatus,0,1,0,0,
Ixodes affinis,0,1,0,0,
Ixodes aragaoi,0,1,0,0,
Ixodes canisuga,0,1,0,0,
Ixodes cavipalpus,0,1,0,0,
Ixodes cookei,0,1,0,0,
Ixodes granulatus,0,1,0,0,
Ixodes gregsoni,0,1,0,0,
Ixodes hexagonus,0,1,0,0,
Ixodes holocyclus,0,1,0,0,
Ixodes kingi,0,1,0,0,
Ixodes loricatus,0,1,0,0,
Ixodes nipponensis,0,1,0,0,
Ixodes ovatus,0,1,0,0,
Ixodes pacificus,0,1,0,0,
Ixodes persulcatus,0,1,0,0,
Ixodes pilosus,0,1,0,0,
Ixodes rasus,0,1,0,0,
Ixodes ricinus,0,1,0,0,
Ixodes rubicundus,0,1,0,0,
Ixodes scapularis,0,1,0,0,
Ixodes schillingeri,0,1,0,0,
Ixodes sculptus,0,1,0,0,
Ixodes tanuki,0,1,0,0,
Ixodes texanus,0,1,0,0,
Ixodes ventalloi,0,1,0,0,
Joyeuxiella echinorhynchoides,0,0,0,1,
Joyeuxiella pasqualei,0,0,0,1,
Kiluluma goodeyi,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 66"
Kiluluma magna,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 66"
Kiluluma rhinocerotis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 66"
Kingella kingae,1,0,0,0,
Klebsiella pneumoniae,1,1,0,0,"Tzouvelekis LS, Markogiannakis A, Psichogiou M, Tassios PT, Daikos GL. Carbapenemases in Klebsiella pneumoniae and Other Enterobacteriaceae: an Evolving Crisis of Global Dimensions. Clinical Microbiology Reviews. 2012;25(4):682-707. doi:10.1128/CMR.05035-11.;;Rettedal et al. 2012. Acta Pathologica Microbiologica. "
Kluyveromyces marxianus,1,1,0,0,
Kocuria varians,0,1,0,0,"Purty S, Saranathan R, Prashanth K, et al. The expanding spectrum of human infections caused by Kocuria species: a case report and literature review.Emerging Microbes & Infections. 2013;2(10):e71-. doi:"
Lagovirus Rabbit hemorrhagic disease virus,1,1,1,0,"Abrantes J, van der Loo W, Le Pendu J, Esteves PJ. Rabbit haemorrhagic disease (RHD) and rabbit haemorrhagic disease virus (RHDV): a review.Veterinary Research. 2012;43(1):12. doi:10.1186/1297-9716-43-12."
Lambdapapillomavirus Lambdapapillomavirus 2,1,1,0,0,"Hurst, C. J. 2000. Viral Ecology"
Lawsonia intracellularis,0,1,0,0,
Leipertrema foxi,0,0,0,1,
Leipertrema rewelli,0,0,0,1,
Leishmania braziliensis,0,0,1,0,
Leishmania chagasi,0,0,1,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 59
Leishmania donovani,0,0,1,1,
Leishmania infantum,1,0,1,1,Frietas et al. 2006. Veterinary Parasitology
Leishmania shawi,0,0,1,1,
Lemuralges intermedius,1,0,0,0,
Lemuricola baltazardi,1,1,0,0,
Lemuricola bauchoti,1,1,0,0,
Lemuricola contagiosus,1,1,0,0,
Lemuricola daubentoniae,1,1,0,0,
Lemuricola inglisi,1,1,0,0,
Lemuricola lemuris,1,1,0,0,
Lemuricola microcebi,1,1,0,0,
Lemuricola nana,0,1,0,0,
Lemuricola nycticebi,1,1,0,0,
Lemuricola trichuroides,1,1,0,0,
Lemuricola vauceli,1,1,0,0,
Lemurostrongylus residuus,0,1,0,0,
Lemurphthirus galagus,1,0,0,0,
Lemurphthirus stigmosus,1,0,0,0,
Lentivirus Feline immunodeficiency virus,1,0,0,0,"Teixeira BM, Hagiwara MK, Cruz JCM, Hosie MJ. Feline Immunodeficiency Virus in South America. Viruses. 2012;4(3):383-396. doi:10.3390/v4030383."
Lentivirus Human immunodeficiency virus 1,1,0,0,0,
Lentivirus Puma lentivirus,1,0,0,0,"Teixeira BM, Hagiwara MK, Cruz JCM, Hosie MJ. Feline Immunodeficiency Virus in South America. Viruses. 2012;4(3):383-396. doi:10.3390/v4030383."
Lentivirus Simian immunodeficiency virus,1,0,0,0,
Lentivirus Visna/maedi virus,1,0,0,0,"Michel P´epin, Christian Vitu, Pierre Russo, Jean-Fran¸cois Mornex, Ernst Peterhans. Maedivisna virus infection in sheep: a review. Veterinary Research, BioMed Central, 1998, 29 (3-4), pp.341-367"
Lepas anatifera,0,1,0,0,
Lepas australis,0,1,0,0,
Lepidophthirus macrorhini,1,0,0,0,
Leptospira borgpetersenii,1,0,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. "
Leptospira bratislava,1,1,0,0,"Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. "
Leptospira canicola,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. "
